app,category,rating,review,size,installs,type,price,content_rating,genres,last_updated,current_version,android_ver
Stash:Invest.Learn.Save.,FINANCE,4.2,11919,23000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-27,1.13.2.11,4.4
ExpenseIQMoneyManager,FINANCE,4.4,21570,27000000.0,1000000,Free,0.0,Everyone,Finance,2018-06-19,2.0.4,4.0
"PrismPayBills,TrackMoney,PersonalFinance",FINANCE,4.6,16961,32000000.0,500000,Free,0.0,Everyone,Finance,2018-08-04,2.12.100,4.1
MonefyMoneyManager,FINANCE,4.6,111254,7.4,1000000,Free,0.0,Everyone,Finance,2018-07-03,1.8.9,4.0
SimpleBetterBanking,FINANCE,4.4,7731,24000000.0,100000,Free,0.0,Everyone,Finance,2018-08-02,2.53.2,5.0
ChimeMobileBanking,FINANCE,4.3,5928,22000000.0,500000,Free,0.0,Everyone,Finance,2018-07-22,5.1.1,5.0
WalmartMoneyCard,FINANCE,4.2,6148,10000000.0,1000000,Free,0.0,Everyone,Finance,2018-06-01,1.14.1,4.1
MovenSmartFinances,FINANCE,3.8,861,17000000.0,100000,Free,0.0,Everyone,Finance,2018-05-29,3.3.9,4.4
QapitalSaveSmall.LiveLarge,FINANCE,4.5,8662,38000000.0,100000,Free,0.0,Everyone,Finance,2018-07-20,2.5.7,4.4
ExperianFreeCreditReport,FINANCE,4.6,23130,46000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-12,2.1.4,4.2
Branch,FINANCE,4.6,69973,3.8,1000000,Free,0.0,Everyone,Finance,2018-07-23,1.17.1,4.0
"WalletHubFreeCreditScore,ReportMonitoring",FINANCE,4.7,1311,9.3,50000,Free,0.0,Everyone,Finance,2018-06-19,1.4.11,4.4
CreditWisefromCapitalOne,FINANCE,4.6,26587,8.4,1000000,Free,0.0,Everyone,Finance,2018-07-19,1.18.0,4.4
"NerdWallet:PersonalFinance,CreditScoreCash",FINANCE,4.6,2417,28000000.0,100000,Free,0.0,Everyone,Finance,2018-08-03,3.5.0,4.4
myface,FINANCE,3.8,1054,9.7,100000,Free,0.0,Everyone,Finance,2018-07-10,2.3.0,5.0
CreditSesame,FINANCE,4.3,25166,11000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-25,3.1.16,4.1
FreshEBTFoodStampBalance,FINANCE,4.5,19870,7.4,1000000,Free,0.0,Everyone,Finance,2018-07-24,2.9.5,4.0.3
"Hurdlr:TrackMileage,Expenses,andLogReceipts",FINANCE,4.6,3596,19000000.0,100000,Free,0.0,Everyone,Finance,2018-07-20,16.6,6.0
Mobills:BudgetPlanner,FINANCE,4.6,161440,16000000.0,1000000,Free,0.0,Everyone,Finance,2018-08-03,3.2.18.07.30,4.0.3
Everlance:FreeMileageLog,FINANCE,4.7,7514,14000000.0,100000,Free,0.0,Everyone,Finance,2018-07-31,1.9.9.9.3,4.4
MileIQFreeMileageTrackerforBusiness,FINANCE,4.5,46106,22000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-31,1.28.0.5402,4.4
QuickBooksSelfEmployed:MileageTrackerandTaxes,FINANCE,4.4,15141,25000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-24,4.63,5.0
FREEStockMarketTradingTips,FINANCE,3.9,714,3.6,50000,Free,0.0,Everyone,Finance,2017-06-07,2.10.3,2.3.3
StockQuote,FINANCE,4.1,4344,4.5,500000,Free,0.0,Everyone,Finance,2018-07-30,3.6.2,4.0
StockTrainer:VirtualTrading(StockMarkets),FINANCE,4.4,42809,23000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-27,3.04 - Beta,4.1
USStockMarket,FINANCE,4.4,1922,4.2,100000,Free,0.0,Everyone,Finance,2018-08-01,1.28,2.3
E*TRADEMobile,FINANCE,3.9,10658,58000000.0,1000000,Free,0.0,Everyone,Finance,2018-08-02,6.8.2,4.4
MSNMoneyStockQuotesNews,FINANCE,4.5,78361,22000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-05,1.2.0,4.2
NSEMobileTrading,FINANCE,4.1,13868,1.4,1000000,Free,0.0,Everyone,Finance,2017-08-03,1.1.16,2.1
"JStockStockMarket,PortfolioNews",FINANCE,4.6,11066,9.1,500000,Free,0.0,Everyone,Finance,2018-07-18,1.1.39,4.0
Currentdebitcardandappmadeforteens,FINANCE,4.3,685,21000000.0,50000,Free,0.0,Everyone,Finance,2018-08-03,3.0.22,4.4
Betterment,FINANCE,4.4,3780,11000000.0,100000,Free,0.0,Everyone,Finance,2018-08-03,6.0.6,5.0
CitizensBankMobileBanking,FINANCE,4.1,15192,38000000.0,1000000,Free,0.0,Everyone,Finance,2018-05-23,4.2.1,4.1
GoBank,FINANCE,4.4,5950,12000000.0,500000,Free,0.0,Everyone,Finance,2018-06-01,2.131,4.1
NetSpendPrepaid,FINANCE,4.2,15993,45000000.0,1000000,Free,0.0,Everyone,Finance,2018-05-09,4.10.0,4.4
BBVACompassBanking,FINANCE,4.3,5905,50000000.0,500000,Free,0.0,Everyone,Finance,2018-07-27,6.0.2,4.4
PayPal,FINANCE,4.3,659760,47000000.0,50000000,Free,0.0,Everyone,Finance,2018-07-18,6.28.0,4.4
BankMobileVibeApp,FINANCE,4.3,14627,23000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-09,5.1,4.1
NetspendSkylightONE,FINANCE,3.9,1098,46000000.0,100000,Free,0.0,Everyone,Finance,2018-05-09,4.10.0,4.4
ACEElite,FINANCE,4.1,2898,45000000.0,100000,Free,0.0,Everyone,Finance,2018-05-09,4.10.0,4.4
U.S.Bank,FINANCE,4.1,70782,50000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-25,2.34.29,4.0.3
HuntingtonMobile,FINANCE,4.2,11264,24000000.0,1000000,Free,0.0,Everyone,Finance,2018-06-26,5.2.203,4.2
USAAMobile,FINANCE,4.5,100997,33000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-27,8.44.2,5.0
AssociatedCreditUnionMobile,FINANCE,4.7,3290,12000000.0,50000,Free,0.0,Everyone,Finance,2018-05-30,5.9.1.0,5.0
BankofAmericaMobileBanking,FINANCE,4.4,341090,53000000.0,10000000,Free,0.0,Everyone,Finance,2018-07-31,7.8.8,4.4
USECreditUnionMobile,FINANCE,4.6,964,14000000.0,10000,Free,0.0,Everyone,Finance,2018-06-12,5.9.1.0,5.0
DiscoverMobile,FINANCE,4.6,87951,68000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-23,9.7.0,4.1
WellsFargoMobile,FINANCE,4.4,250719,37000000.0,10000000,Free,0.0,Everyone,Finance,2018-07-31,6.8.0.109,5.0
CapitalOne®Mobile,FINANCE,4.6,510401,79000000.0,10000000,Free,0.0,Everyone,Finance,2018-08-01,5.38.1,5.0
AmexMobile,FINANCE,4.3,24729,32000000.0,1000000,Free,0.0,Everyone,Finance,2018-08-03,6.7.0,5.0
CitiMobile®,FINANCE,4.0,78306,46000000.0,5000000,Free,0.0,Everyone,Finance,2018-07-31,9.9.0,4.4
NavyFederalCreditUnion,FINANCE,4.4,43313,40000000.0,1000000,Free,0.0,Everyone,Finance,2018-07-09,5.16.2,4.1
ChaseMobile,FINANCE,4.6,1374549,32000000.0,10000000,Free,0.0,Everyone,Finance,2018-07-23,3.52,5.0
BarclaysUSforAndroid,FINANCE,4.1,6998,24000000.0,1000000,Free,0.0,Everyone,Finance,2018-08-01,6.29.37589,5.0
McDonald's,FOOD_AND_DRINK,3.6,145323,42000000.0,10000000,Free,0.0,Everyone,Food  Drink,2018-07-31,5.15.0,4.4
CookpadFREErecipesearchmakesfuncooking·musicalmaking!,FOOD_AND_DRINK,4.1,64784,13000000.0,10000000,Free,0.0,Everyone,Food  Drink,2018-08-02,18.6.0.10,5.0
DELISHKITCHENFREErecipemoviesmakefoodfunandeasy!,FOOD_AND_DRINK,4.6,32997,13000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-08-04,2.2.7,4.1
EasyRecipes,FOOD_AND_DRINK,4.7,2707,8.9,100000,Free,0.0,Everyone,Food  Drink,2018-05-15,2.12,4.0.3
Tastely,FOOD_AND_DRINK,4.7,611136,19000000.0,10000000,Free,0.0,Everyone,Food  Drink,2018-07-13,3.2.0d,4.0.3
FrigoMagic:Easyrecipeideaandantiwaste,FOOD_AND_DRINK,4.1,2473,14000000.0,500000,Free,0.0,Everyone,Food  Drink,2018-07-28,3.1.5,4.4
McDonald'sMcDonald'sJapan,FOOD_AND_DRINK,3.4,109784,64000000.0,10000000,Free,0.0,Everyone,Food  Drink,2018-08-03,4.0.30,4.0.3
DebonairsPizza,FOOD_AND_DRINK,3.8,3320,8.4,500000,Free,0.0,Everyone,Food  Drink,2018-08-04,1.9.117,4.0.3
Popeyes®App,FOOD_AND_DRINK,3.7,61,11000000.0,50000,Free,0.0,Everyone,Food  Drink,2018-07-23,1.0.2,4.1
Dunkin'Donuts,FOOD_AND_DRINK,4.2,68103,66000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-06-20,5.0.0,4.4
RefreshingappFreeapplicationthatcanusedealcoupons,FOOD_AND_DRINK,3.5,10741,41000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-07-23,5.2.2,4.2
SimpleRecipes,FOOD_AND_DRINK,4.7,3803,15000000.0,500000,Free,0.0,Everyone,Food  Drink,2018-02-22,1.6,4.0
Grubhub:FoodDelivery,FOOD_AND_DRINK,4.5,155944,35000000.0,5000000,Free,0.0,Everyone,Food  Drink,2018-08-02,7.12,5.0
PaneraBread,FOOD_AND_DRINK,4.2,10159,36000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-07-17,4.3.3,5.0
ChickfilA,FOOD_AND_DRINK,4.3,28008,17000000.0,5000000,Free,0.0,Everyone,Food  Drink,2018-08-03,6.0.1,5.0
hellofoodFoodDelivery,FOOD_AND_DRINK,4.0,43614,25000000.0,1000000,Free,0.0,Everyone,Food  Drink,2016-10-12,2.14.36,4.0.3
Starbucks,FOOD_AND_DRINK,4.5,455377,35000000.0,10000000,Free,0.0,Everyone,Food  Drink,2018-08-01,4.11.1,4.4
Easyandquickdesserts,FOOD_AND_DRINK,4.6,1398,10000000.0,100000,Free,0.0,Everyone 10+,Food  Drink,2018-06-14,1.0,4.0.3
ChefRecipesCooking,FOOD_AND_DRINK,4.1,32405,12000000.0,5000000,Free,0.0,Everyone,Food  Drink,2018-07-03,3.3.21,4.1
HungerStation,FOOD_AND_DRINK,3.8,22513,11000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-05-21,5.3.8,4.0.3
Dr.Oetkerrecipeideas,FOOD_AND_DRINK,4.2,8509,17000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-07-12,3.5.5,4.0.3
SONICDriveIn,FOOD_AND_DRINK,4.3,19314,43000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-07-31,3.3.6,4.4
SUBWAY®,FOOD_AND_DRINK,3.8,21314,41000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-07-24,7.9.0.0,4.4
DairyQueen,FOOD_AND_DRINK,3.7,731,43000000.0,100000,Free,0.0,Everyone,Food  Drink,2018-07-25,2.1.0,4.1
9thstage,FOOD_AND_DRINK,4.5,454,16000000.0,100000,Free,0.0,Everyone,Food  Drink,2018-03-28,2.0.0,4.0.3
OpenRice,FOOD_AND_DRINK,3.6,14952,39000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-06-08,5.8.5,4.1
SarashpazPapion(CookingwithChefBowls),FOOD_AND_DRINK,4.8,1250,13000000.0,50000,Free,0.0,Everyone,Food  Drink,2018-07-28,3.2.7,4.1
LittleCaesars,FOOD_AND_DRINK,3.3,1726,30000000.0,500000,Free,0.0,Everyone,Food  Drink,2018-07-19,4.26,4.4
RecipesPastriesandhomemadepiesMorethan500recipesforpastries,FOOD_AND_DRINK,4.7,14065,7.1,500000,Free,0.0,Everyone,Food  Drink,2018-06-12,1.2.2,4.1
OmWaleedSweets,FOOD_AND_DRINK,4.6,556,23000000.0,100000,Free,0.0,Teen,Food  Drink,2018-01-25,2.0,4.0
"EatFastPrepare""WithoutInternet""",FOOD_AND_DRINK,4.6,4925,17000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-06-10,3.6.6,4.0.3
Wendy’s–FoodandOffers,FOOD_AND_DRINK,3.4,6507,18000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-04-12,5.7.0,4.4
HealthyRecipesFree,FOOD_AND_DRINK,4.0,1077,17000000.0,100000,Free,0.0,Everyone,Food  Drink,2017-10-18,3.2.0,4.0.3
ChefTapRecipesGroceryList,FOOD_AND_DRINK,4.5,9066,15000000.0,500000,Free,0.0,Everyone,Food  Drink,2018-04-25,4.0.0.427,5.1
RecipeKeeper,FOOD_AND_DRINK,4.4,1962,22000000.0,100000,Free,0.0,Everyone,Food  Drink,2018-06-27,3.17.1.0,4.1
50HealthySlowCookerRecipes,FOOD_AND_DRINK,4.0,196,9.0,10000,Free,0.0,Everyone 10+,Food  Drink,2017-02-17,1.2,2.3.3
EasyHealthyRecipes,FOOD_AND_DRINK,4.1,278,7.2,50000,Free,0.0,Everyone,Food  Drink,2018-07-20,24.5.0,4.0
PaprikaRecipeManager,FOOD_AND_DRINK,4.1,1268,2.3,50000,Paid,4.99,Everyone,Food  Drink,2018-06-03,1.4.4,4.0
YummlyRecipesShoppingList,FOOD_AND_DRINK,4.5,91359,27000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-07-05,2.0.3,4.4
Cookpad,FOOD_AND_DRINK,4.5,131569,8.2,10000000,Free,0.0,Everyone,Food  Drink,2018-08-03,2.76.2.0-android,4.2
"BigOvenRecipes,MealPlanner,GroceryListMore",FOOD_AND_DRINK,4.3,31986,76000000.0,1000000,Free,0.0,Teen,Food  Drink,2017-11-23,5.7.23,5.0
PostmatesFoodDelivery:OrderEatsAlcohol,FOOD_AND_DRINK,3.6,22875,22000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-07-27,4.2.6,5.0
OpenTable:RestaurantsNearMe,FOOD_AND_DRINK,4.6,90242,19000000.0,5000000,Free,0.0,Everyone,Food  Drink,2018-07-31,9.15.0.2020,5.0
Munchery:ChefCraftedFreshFoodDelivered,FOOD_AND_DRINK,3.9,464,28000000.0,50000,Free,0.0,Everyone,Food  Drink,2018-05-22,2.6.15,4.4
EatStreetFoodDeliveryApp,FOOD_AND_DRINK,4.6,7690,25000000.0,100000,Free,0.0,Everyone,Food  Drink,2018-07-03,3.1.14,5.0
PizzaHut,FOOD_AND_DRINK,4.4,321134,30000000.0,10000000,Free,0.0,Everyone,Food  Drink,2018-06-12,4.7.0,4.1
CaviarFoodDelivery,FOOD_AND_DRINK,4.2,3755,8.5,100000,Free,0.0,Everyone,Food  Drink,2018-07-20,2.4.11,6.0
ChickfilA,FOOD_AND_DRINK,4.3,28009,17000000.0,5000000,Free,0.0,Everyone,Food  Drink,2018-08-03,6.0.1,5.0
UberEats:LocalFoodDelivery,FOOD_AND_DRINK,4.2,333208,34000000.0,10000000,Free,0.0,Everyone,Food  Drink,2018-08-01,1.161.10002,5.0
SeamlessFoodDelivery/Takeout,FOOD_AND_DRINK,4.5,35218,34000000.0,1000000,Free,0.0,Everyone,Food  Drink,2018-08-02,7.12,5.0
TheForkRestaurantsbookingandspecialoffers,FOOD_AND_DRINK,4.3,37517,17000000.0,5000000,Free,0.0,Everyone,Food  Drink,2018-07-20,11.11.1,4.1
foodpandaLocalFoodDelivery,FOOD_AND_DRINK,4.0,292969,16000000.0,10000000,Free,0.0,Everyone,Food  Drink,2018-07-30,4.11.3,4.2
HomeWorkoutNoEquipment,HEALTH_AND_FITNESS,4.8,428156,15000000.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-06-28,Varies with device,Varies with device
StepCounterCalorieCounter,HEALTH_AND_FITNESS,4.0,1577,2.2,500000,Free,0.0,Everyone,Health  Fitness,2017-08-12,1.0.7,4.4
LoseBellyFatin30DaysFlatStomach,HEALTH_AND_FITNESS,4.9,38098,11000000.0,5000000,Free,0.0,Everyone,Health  Fitness,2018-06-21,1.0.4,4.2
PedometerStepCounterFreeCalorieBurner,HEALTH_AND_FITNESS,4.8,31139,6.9,1000000,Free,0.0,Everyone,Health  Fitness,2018-07-24,1.0.11,4.1
SixPackin30DaysAbsWorkout,HEALTH_AND_FITNESS,4.9,272337,13000000.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-06-21,1.0.2,4.2
LoseWeightin30Days,HEALTH_AND_FITNESS,4.8,220125,11000000.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-07-31,1.0.14,4.0
Pedometer,HEALTH_AND_FITNESS,4.4,400592,2.9,10000000,Free,0.0,Everyone,Health  Fitness,2018-07-04,5.23,4.0
LGHealth,HEALTH_AND_FITNESS,3.3,20098,25000000.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-05-14,5.31.75,4.4
StepCounterPedometerFreeCalorieCounter,HEALTH_AND_FITNESS,4.7,117925,7.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-07-24,1.0.26,4.1
"Pedometer,StepCounterWeightLossTrackerApp",HEALTH_AND_FITNESS,4.6,548021,27000000.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-08-02,p5.7.1,4.1
SportractiveGPSRunningCyclingDistanceTracker,HEALTH_AND_FITNESS,4.8,48276,7.5,1000000,Free,0.0,Everyone,Health  Fitness,2018-08-04,3.0.6,4.4
HomeWorkoutforMenBodybuilding,HEALTH_AND_FITNESS,4.8,12705,15000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-07-10,1.0.2,4.0
FatBurningWorkoutHomeWeightlose,HEALTH_AND_FITNESS,4.5,706,9.4,100000,Free,0.0,Everyone,Health  Fitness,2018-07-24,1.0.5,4.1
ButtocksandAbdomen,HEALTH_AND_FITNESS,4.4,465,6.4,500000,Free,0.0,Everyone,Health  Fitness,2018-06-07,1.08,4.0.3
WalkingforWeightLossWalkTracker,HEALTH_AND_FITNESS,4.5,644,5.5,100000,Free,0.0,Everyone,Health  Fitness,2018-07-25,1.0.4,4.1
RunningJogging,HEALTH_AND_FITNESS,4.5,6238,3.9,500000,Free,0.0,Everyone,Health  Fitness,2018-07-30,1.1.22,4.1
WalkwithMapMyWalk,HEALTH_AND_FITNESS,4.5,144040,55000000.0,5000000,Free,0.0,Everyone,Health  Fitness,2018-07-27,18.7.1,5.0
SleepSounds,HEALTH_AND_FITNESS,4.8,51227,28000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-07-13,4.0.1,4.0.3
LoseBellyFatHomeAbsFitnessWorkout,HEALTH_AND_FITNESS,4.6,199,8.8,50000,Free,0.0,Everyone,Health  Fitness,2018-07-24,1.0.7,4.1
CyclingBikeTracker,HEALTH_AND_FITNESS,4.5,9116,4.0,500000,Free,0.0,Everyone,Health  Fitness,2018-07-30,1.1.22,4.1
AbsTrainingBurnbellyfat,HEALTH_AND_FITNESS,4.7,2071,6.9,100000,Free,0.0,Everyone,Health  Fitness,2018-07-24,1.0.12,4.1
CalorieCounterEasyFitfree,HEALTH_AND_FITNESS,4.7,50294,11000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-07-09,3.0.7,4.1
Aunjaiilertu,HEALTH_AND_FITNESS,4.2,1140,5.5,500000,Free,0.0,Teen,Health  Fitness,2017-01-10,1.5,3.0
BetterMe:WeightLossWorkouts,HEALTH_AND_FITNESS,4.2,14709,15000000.0,5000000,Free,0.0,Everyone,Health  Fitness,2018-07-26,2.8.2,5.0
BikeComputerGPSCyclingTracker,HEALTH_AND_FITNESS,4.4,12029,4.3,1000000,Free,0.0,Everyone,Health  Fitness,2018-08-04,2.6,4.2
SixPacksforMan–BodyBuildingwithNoEquipment,HEALTH_AND_FITNESS,4.6,2880,7.1,100000,Free,0.0,Everyone,Health  Fitness,2018-07-24,1.0.8,4.1
WeightWatchersMobile,HEALTH_AND_FITNESS,4.2,270267,58000000.0,5000000,Free,0.0,Everyone,Health  Fitness,2018-07-31,6.15.0,4.1
TheTKAppeverythingundercontrol,HEALTH_AND_FITNESS,4.5,8642,18000000.0,100000,Free,0.0,Everyone,Health  Fitness,2018-08-02,1.20,4.4
Walking:Pedometerdiet,HEALTH_AND_FITNESS,3.7,1861,1.5,1000000,Free,0.0,Everyone,Health  Fitness,2018-06-18,1.5,2.3
Recipesforhairandfacetried,HEALTH_AND_FITNESS,4.5,1203,6.5,500000,Free,0.0,Everyone,Health  Fitness,2016-10-16,1.2,2.3.3
AbsWorkout30DaysFitnessAppforSixPackAbs,HEALTH_AND_FITNESS,4.6,299,11000000.0,100000,Free,0.0,Everyone,Health  Fitness,2018-08-03,1.3.8,4.4
8fitWorkoutsMealPlanner,HEALTH_AND_FITNESS,4.6,115721,67000000.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-07-11,3.5.0,5.0
RunwithMapMyRun,HEALTH_AND_FITNESS,4.5,183662,57000000.0,5000000,Free,0.0,Everyone,Health  Fitness,2018-07-27,18.7.1,5.0
WeightLossRunningbyVerv,HEALTH_AND_FITNESS,4.5,27393,59000000.0,1000000,Free,0.0,Mature 17+,Health  Fitness,2018-07-16,6.5.3,4.1
Couchto10KRunningTrainer,HEALTH_AND_FITNESS,4.6,10445,48000000.0,500000,Free,0.0,Everyone,Health  Fitness,2018-07-02,112.0,4.4
PumpUp—FitnessCommunity,HEALTH_AND_FITNESS,4.0,49479,57000000.0,1000000,Free,0.0,Teen,Health  Fitness,2018-07-10,5.13.0,5.0
"Homeworkoutsfatburning,abs,legs,arms,chest",HEALTH_AND_FITNESS,4.3,4848,13000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-07-18,2.6,4.1
"Fabulous:MotivateMe!Meditate,Relax,Sleep",HEALTH_AND_FITNESS,4.6,205299,31000000.0,5000000,Free,0.0,Everyone,Health  Fitness,2018-07-16,3.48,4.1
StrongLifts5x5WorkoutGymLogPersonalTrainer,HEALTH_AND_FITNESS,4.9,66791,10000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-07-30,Varies with device,Varies with device
RunwithMapMyRun,HEALTH_AND_FITNESS,4.5,183669,57000000.0,5000000,Free,0.0,Everyone,Health  Fitness,2018-07-27,18.7.1,5.0
WorkoutTrackerGymTrainerFitnessLogBook,HEALTH_AND_FITNESS,4.6,5420,21000000.0,500000,Free,0.0,Everyone,Health  Fitness,2018-06-05,2.48.3,4.1
Freeletics:PersonalTrainerFitnessWorkouts,HEALTH_AND_FITNESS,4.5,130104,25000000.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-08-03,5.3,5.0
NikeTrainingClubWorkoutsFitnessPlans,HEALTH_AND_FITNESS,4.6,251534,93000000.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-07-18,5.14.0,5.0
FitbitCoach,HEALTH_AND_FITNESS,4.6,28951,60000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-07-16,4.4,4.4
"JEFITWorkoutTracker,WeightLifting,GymLogApp",HEALTH_AND_FITNESS,4.5,60096,27000000.0,5000000,Free,0.0,Teen,Health  Fitness,2018-04-07,10.0,4.0.3
MapMyRideGPSCyclingRiding,HEALTH_AND_FITNESS,4.5,106547,54000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-07-27,18.7.1,5.0
WeightLossRunningbyVerv,HEALTH_AND_FITNESS,4.5,27396,59000000.0,1000000,Free,0.0,Mature 17+,Health  Fitness,2018-07-16,6.5.3,4.1
Sworkit:WorkoutsFitnessPlans,HEALTH_AND_FITNESS,4.6,109756,78000000.0,5000000,Free,0.0,Everyone,Health  Fitness,2018-08-01,8.2.0,4.0.3
MapMyFitnessWorkoutTrainer,HEALTH_AND_FITNESS,4.4,38343,55000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-07-27,18.7.1,5.0
DailyYogaYogaFitnessPlans,HEALTH_AND_FITNESS,4.4,70769,35000000.0,5000000,Free,0.0,Everyone,Health  Fitness,2018-07-24,6.2.73,4.0
RelaxMeditation:SleepwithSleepSounds,HEALTH_AND_FITNESS,4.4,26540,43000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2017-02-09,2.5.1,4.0.3
FreeMeditationTakeaBreak,HEALTH_AND_FITNESS,4.2,1608,39000000.0,100000,Free,0.0,Everyone,Health  Fitness,2016-07-28,6.7,2.3.3
MeditateOM,HEALTH_AND_FITNESS,4.5,19074,4.2,1000000,Free,0.0,Everyone,Health  Fitness,2018-01-17,16.0,4.0
YogaTrackYoga,HEALTH_AND_FITNESS,4.5,7976,44000000.0,500000,Free,0.0,Everyone,Health  Fitness,2018-07-09,7.0,4.0.3
MyChakraMeditation,HEALTH_AND_FITNESS,4.4,7586,45000000.0,500000,Free,0.0,Everyone,Health  Fitness,2018-04-10,1.0.6,2.3.3
"MeditationMusicRelax,Yoga",HEALTH_AND_FITNESS,4.6,48226,28000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-03-05,3.1.9,4.0.3
MeditationStudio,HEALTH_AND_FITNESS,4.6,1026,29000000.0,10000,Paid,3.99,Everyone,Health  Fitness,2018-05-15,1.0.6,4.3
DownDog:GreatYogaAnywhere,HEALTH_AND_FITNESS,4.9,28945,12000000.0,500000,Free,0.0,Teen,Health  Fitness,2018-05-17,2.6.1,4.2
21DayMeditationExperience,HEALTH_AND_FITNESS,4.4,11506,15000000.0,100000,Free,0.0,Everyone,Health  Fitness,2018-08-02,3.0.0,4.1
MyChakraMeditation2,HEALTH_AND_FITNESS,4.3,1288,31000000.0,100000,Free,0.0,Everyone,Health  Fitness,2018-04-10,2.0.4,2.3.3
SimpleHabitMeditation,HEALTH_AND_FITNESS,4.7,11689,20000000.0,500000,Free,0.0,Everyone,Health  Fitness,2018-07-27,1.29.15,4.4
Headspace:MeditationMindfulness,HEALTH_AND_FITNESS,4.6,77563,39000000.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-07-23,3.6.4,4.2
YogaStudio:MindBody,HEALTH_AND_FITNESS,4.3,5499,94000000.0,100000,Free,0.0,Everyone,Health  Fitness,2018-07-23,2.0.16,4.1
MyCyclesPeriodandOvulation,HEALTH_AND_FITNESS,4.3,26652,41000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-05-04,2.3.3,4.0.3
I’mExpectingPregnancyApp,HEALTH_AND_FITNESS,4.6,71269,49000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-03-30,2.3.2,4.0.3
TheBumpPregnancyTracker,HEALTH_AND_FITNESS,4.6,20301,22000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-05-16,3.22,4.3
BestOvulationTrackerFertilityCalendarAppGlow,HEALTH_AND_FITNESS,4.6,56145,23000000.0,1000000,Free,0.0,Everyone,Health  Fitness,2018-08-01,7.3.4-play,5.0
"EvePeriodTrackerLove,SexRelationshipsApp",HEALTH_AND_FITNESS,4.6,20326,28000000.0,1000000,Free,0.0,Teen,Health  Fitness,2018-08-04,2.9.18,4.1
FertilityFriendOvulationApp,HEALTH_AND_FITNESS,4.5,12955,7.2,1000000,Free,0.0,Teen,Health  Fitness,2018-06-27,10.24,4.4
PregnancyTracker,HEALTH_AND_FITNESS,4.1,2681,6.5,500000,Free,0.0,Everyone,Health  Fitness,2018-02-10,37,4.0.3
"SpotOnPeriod,BirthControl,CycleTracker",HEALTH_AND_FITNESS,4.6,4102,24000000.0,500000,Free,0.0,Everyone 10+,Health  Fitness,2018-07-19,2.6.1,4.2
PeriodTrackerClue:PeriodandOvulationTracker,HEALTH_AND_FITNESS,4.8,570242,20000000.0,10000000,Free,0.0,Everyone,Health  Fitness,2018-08-02,5.0.2,4.1
WomanLogCalendar,HEALTH_AND_FITNESS,4.5,121838,15000000.0,5000000,Free,0.0,Everyone,Health  Fitness,2018-05-23,5.5.1,4.0.3
